identifier;events;flood_start;flood_end;duration;peak_streamflow
Ansongo;0;2018-12-07;2019-01-01;26;1536.4462890625
Ansongo;1;2019-12-07;2020-01-07;32;1560.1177978515625
Ansongo;2;2020-12-07;2020-12-27;21;1527.9776611328125
Ansongo;3;2022-11-29;2022-12-29;31;1514.657470703125
Bafing Makana;0;2018-08-30;2018-09-18;20;1202.08203125
Bafing Makana;1;2019-08-31;2019-09-26;27;984.1984252929688
Bafing Makana;2;2020-08-31;2020-09-25;26;1461.451904296875
Bafing Makana;3;2022-09-02;2022-09-08;7;850.1394653320312
Bafing Makana;4;2022-09-23;2022-09-24;2;646.91259765625
Bamako;0;2018-09-05;2018-09-25;21;4635.30126953125
Bamako;1;2019-09-06;2019-10-14;39;4529.701171875
Bamako;2;2020-09-12;2020-09-30;19;4734.3076171875
Bamako;3;2021-09-09;2021-09-27;19;4305.0244140625
Bamako;4;2022-09-16;2022-10-08;23;4298.953125
Banankoro;0;2018-09-07;2018-09-22;16;3432.48046875
Banankoro;1;2019-09-10;2019-10-01;22;3358.574462890625
Banankoro;2;2020-09-13;2020-09-30;18;3469.242919921875
Banankoro;3;2022-09-16;2022-10-08;23;3353.267822265625
Bougouni;0;2018-08-24;2018-10-04;42;673.6932373046875
Bougouni;1;2019-09-01;2019-10-05;35;528.6812133789062
Bougouni;2;2020-09-05;2020-09-26;22;589.2723999023438
Bougouni;3;2020-10-09;2020-10-16;8;421.7471008300781
Bougouni;4;2021-09-05;2021-09-25;21;479.1741638183594
Bougouni;5;2022-09-03;2022-09-15;13;456.9740905761719
Bougouni;6;2022-09-26;2022-10-05;10;461.02685546875
Dire;0;2018-10-02;2018-10-20;19;2075.836181640625
Dire;1;2019-10-09;2019-11-02;25;2088.848876953125
Dire;2;2020-10-09;2020-12-11;64;2275.747314453125
Douna;0;2018-09-02;2018-10-14;43;1964.0784912109375
Douna;1;2019-09-15;2019-10-11;27;1501.310302734375
Douna;2;2020-09-10;2020-10-19;40;1704.0284423828125
Douna;3;2021-09-01;2021-09-30;30;1612.5986328125
Douna;4;2022-09-17;2022-10-11;25;1643.918212890625
Gao;0;2018-12-17;2018-12-25;9;1673.6806640625
Gao;1;2019-11-24;2020-01-04;42;1732.4210205078125
Gao;2;2020-10-24;2020-12-28;66;1824.9833984375
Guelelinkoro;0;2018-08-26;2018-10-07;43;1303.14892578125
Guelelinkoro;1;2019-08-31;2019-10-14;45;1217.8380126953125
Guelelinkoro;2;2020-09-12;2020-09-22;11;991.8906860351562
Guelelinkoro;3;2021-09-05;2021-09-26;22;956.6213989257812
Guelelinkoro;4;2022-09-03;2022-09-15;13;906.5328369140625
Kayes;0;2018-08-29;2018-10-05;38;633.4027099609375
Kayes;1;2019-09-03;2019-09-09;7;489.3283386230469
Kayes;2;2020-08-27;2020-10-20;55;787.33544921875
Kayes;3;2021-08-22;2021-09-08;18;473.8768615722656
Kayes;4;2022-09-27;2022-10-05;9;448.903076171875
Koulikoro;0;2018-09-05;2018-10-03;29;4680.50244140625
Koulikoro;1;2019-09-08;2019-10-12;35;4567.50244140625
Koulikoro;2;2020-09-12;2020-10-01;20;4853.04638671875
Koulikoro;3;2021-09-09;2021-09-27;19;4393.21240234375
Koulikoro;4;2022-09-16;2022-10-08;23;4469.3212890625
Mopti;0;2018-09-13;2018-10-19;37;2340.953857421875
Mopti;1;2019-09-08;2019-10-14;37;2431.243896484375
Mopti;2;2020-09-11;2020-10-24;44;2714.06787109375
Mopti;3;2021-09-23;2021-10-03;11;2191.353271484375
Mopti;4;2022-09-27;2022-10-08;12;2184.18896484375
Pankourou;0;2018-08-26;2018-10-07;43;1029.5843505859375
Pankourou;1;2019-09-05;2019-10-04;30;827.2728881835938
Pankourou;2;2020-09-06;2020-09-20;15;739.2476806640625
Pankourou;3;2021-08-18;2021-09-24;38;822.4840087890625
Pankourou;4;2022-09-03;2022-09-28;26;784.8097534179688
Sofara;0;2018-09-08;2018-10-14;37;1317.477783203125
Sofara;1;2019-09-09;2019-10-16;38;1331.568359375
Sofara;2;2020-09-04;2020-10-30;57;1603.028564453125
Sofara;3;2021-09-19;2021-09-24;6;1103.7220458984375
Sofara;4;2022-09-29;2022-09-30;2;1052.82568359375
