identifier;events;flood_start;flood_end;duration;peak_streamflow
Ansongo;0;2016-01-08;2016-01-18;11;1404.33349609375
Ansongo;1;2016-12-08;2016-12-13;6;1391.1624755859375
Ansongo;2;2018-11-24;2019-01-16;54;1536.4462890625
Ansongo;3;2019-11-22;2020-01-24;64;1560.1177978515625
Ansongo;4;2020-11-17;2021-01-10;55;1527.9776611328125
Ansongo;5;2021-12-01;2021-12-23;23;1440.7989501953125
Ansongo;6;2022-11-16;2023-01-13;59;1514.657470703125
Bafing Makana;0;2018-08-28;2018-09-21;25;1202.08203125
Bafing Makana;1;2019-08-28;2019-10-11;45;1050.1490478515625
Bafing Makana;2;2020-08-28;2020-10-12;46;1461.451904296875
Bafing Makana;3;2021-08-30;2021-09-21;23;844.7417602539062
Bafing Makana;4;2022-08-31;2022-09-27;28;892.4578857421875
Bamako;0;2018-09-01;2018-10-13;43;4635.30126953125
Bamako;1;2019-09-03;2019-10-19;47;4529.701171875
Bamako;2;2020-09-05;2020-10-17;43;4735.9912109375
Bamako;3;2021-09-04;2021-10-04;31;4305.0244140625
Bamako;4;2022-09-05;2022-10-16;42;4298.953125
Banankoro;0;2018-09-01;2018-10-14;44;3432.48046875
Banankoro;1;2019-09-04;2019-10-16;43;3388.416259765625
Banankoro;2;2020-09-11;2020-10-13;33;3469.242919921875
Banankoro;3;2021-09-05;2021-09-30;26;3102.51025390625
Banankoro;4;2022-09-05;2022-10-14;40;3353.267822265625
Bougouni;0;2016-09-01;2016-10-01;31;411.636962890625
Bougouni;1;2018-08-21;2018-10-14;55;673.6932373046875
Bougouni;2;2019-08-28;2019-10-17;51;533.002685546875
Bougouni;3;2020-09-05;2020-10-19;45;589.2723999023438
Bougouni;4;2021-08-28;2021-10-02;36;507.0873718261719
Bougouni;5;2022-09-01;2022-10-12;42;461.02685546875
Dire;0;2018-09-25;2018-12-04;71;2075.836181640625
Dire;1;2019-10-03;2019-12-11;70;2088.848876953125
Dire;2;2020-10-01;2020-12-15;76;2275.747314453125
Dire;3;2022-10-10;2022-11-30;52;2044.1766357421875
Douna;0;2016-09-01;2016-10-07;37;1198.7601318359375
Douna;1;2018-08-26;2018-10-22;58;1964.0784912109375
Douna;2;2019-08-31;2019-10-26;57;1501.310302734375
Douna;3;2020-08-31;2020-10-26;57;1704.0284423828125
Douna;4;2021-08-19;2021-10-09;52;1612.5986328125
Douna;5;2022-09-08;2022-10-18;41;1643.918212890625
Gao;0;2016-01-08;2016-01-11;4;1526.3941650390625
Gao;1;2018-11-13;2019-01-06;55;1677.624267578125
Gao;2;2019-11-03;2019-11-06;4;1520.66796875
Gao;3;2019-11-17;2020-01-12;57;1732.4210205078125
Gao;4;2020-10-09;2021-01-09;93;1824.9833984375
Gao;5;2022-11-12;2023-01-05;55;1664.580078125
Guelelinkoro;0;2016-09-19;2016-09-20;2;625.7371826171875
Guelelinkoro;1;2018-08-22;2018-10-13;53;1303.14892578125
Guelelinkoro;2;2019-08-22;2019-10-19;59;1217.8380126953125
Guelelinkoro;3;2020-09-10;2020-09-29;20;991.8906860351562
Guelelinkoro;4;2020-10-12;2020-10-17;6;682.3031616210938
Guelelinkoro;5;2021-08-29;2021-10-02;35;999.756591796875
Guelelinkoro;6;2022-08-28;2022-10-07;41;917.4549560546875
Kayes;0;2016-08-31;2016-09-21;22;415.45904541015625
Kayes;1;2018-08-28;2018-10-16;50;633.4027099609375
Kayes;2;2019-08-24;2019-10-19;57;644.2240600585938
Kayes;3;2020-08-14;2020-10-30;78;787.33544921875
Kayes;4;2021-08-19;2021-10-08;51;473.8768615722656
Kayes;5;2022-09-11;2022-10-25;45;472.2984924316406
Koulikoro;0;2018-09-01;2018-10-13;43;4680.50244140625
Koulikoro;1;2019-09-03;2019-10-19;47;4567.50244140625
Koulikoro;2;2020-09-06;2020-10-19;44;4853.04638671875
Koulikoro;3;2021-09-02;2021-10-04;33;4393.21240234375
Koulikoro;4;2022-09-04;2022-10-15;42;4469.3212890625
Mopti;0;2018-09-06;2018-10-25;50;2340.953857421875
Mopti;1;2019-09-05;2019-10-29;55;2431.243896484375
Mopti;2;2020-09-07;2020-10-31;55;2832.635986328125
Mopti;3;2021-09-10;2021-10-14;35;2229.2587890625
Mopti;4;2022-09-16;2022-10-27;42;2184.18896484375
Pankourou;0;2016-08-30;2016-10-01;33;586.1380004882812
Pankourou;1;2018-08-20;2018-10-15;57;1029.5843505859375
Pankourou;2;2019-08-31;2019-10-19;50;827.2728881835938
Pankourou;3;2020-08-31;2020-10-18;49;739.2476806640625
Pankourou;4;2021-08-15;2021-10-04;51;822.4840087890625
Pankourou;5;2022-08-31;2022-10-11;42;784.8097534179688
Sofara;0;2016-09-02;2016-10-05;34;988.6710205078125
Sofara;1;2018-08-29;2018-10-25;58;1317.477783203125
Sofara;2;2019-09-03;2019-10-28;56;1331.568359375
Sofara;3;2020-08-30;2020-11-02;65;1603.028564453125
Sofara;4;2021-08-24;2021-10-11;49;1134.4200439453125
Sofara;5;2022-09-17;2022-10-19;33;1117.506591796875
