identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-06;2018-09-23;18;1434.318115234375
ML0101;1;2019-08-30;2019-09-15;17;1363.6527099609375
ML0101;2;2020-09-06;2020-10-04;29;1789.0611572265625
ML0102;0;2018-08-23;2018-09-17;26;478.691162109375
ML0102;1;2019-08-26;2019-09-04;10;637.4523315429688
ML0102;2;2020-08-28;2020-09-19;23;905.1732177734375
ML0103;0;2018-09-05;2018-09-25;21;1436.358154296875
ML0103;1;2019-08-28;2019-09-15;19;1358.9459228515625
ML0103;2;2020-09-05;2020-10-09;35;1710.9969482421875
ML0104;0;2018-09-02;2018-09-16;15;1601.58837890625
ML0104;1;2019-08-29;2019-09-13;16;1521.081787109375
ML0104;2;2020-09-02;2020-09-21;20;1753.8262939453125
ML0105;0;2018-09-02;2018-09-16;15;1383.9931640625
ML0105;1;2019-08-29;2019-09-13;16;1151.6800537109375
ML0105;2;2020-09-02;2020-09-21;20;1477.649169921875
ML0107;0;2018-08-15;2018-08-16;2;494.67352294921875
ML0107;1;2018-09-14;2018-09-16;3;489.8759460449219
ML0107;2;2019-08-27;2019-09-02;7;803.0223388671875
ML0107;3;2020-08-27;2020-09-15;20;1165.1544189453125
ML0201;0;2018-09-04;2018-09-14;11;120.4152603149414
ML0201;1;2019-08-26;2019-09-10;16;207.18333435058594
ML0201;2;2020-08-05;2020-08-15;11;86.65821075439453
ML0201;3;2020-08-27;2020-09-13;18;247.88905334472656
ML0202;0;2018-08-31;2018-09-27;28;1893.8065185546875
ML0202;1;2019-09-15;2019-09-22;8;1555.5489501953125
ML0202;2;2020-09-11;2020-09-23;13;1715.886962890625
ML0202;3;2021-09-04;2021-09-23;20;1668.905517578125
ML0202;4;2022-09-18;2022-10-03;16;1621.5484619140625
ML0203;0;2018-09-08;2018-09-23;16;4935.2353515625
ML0203;1;2019-09-08;2019-10-04;27;4755.34619140625
ML0203;2;2020-09-13;2020-09-27;15;4850.81689453125
ML0203;3;2021-09-20;2021-09-25;6;4445.09521484375
ML0203;4;2022-09-28;2022-10-05;8;4416.82080078125
ML0204;0;2018-09-10;2018-09-23;14;4935.2353515625
ML0204;1;2019-09-08;2019-10-03;26;4772.67236328125
ML0204;2;2020-09-13;2020-09-28;16;4862.44580078125
ML0204;3;2021-09-20;2021-09-25;6;4459.32861328125
ML0204;4;2022-09-25;2022-10-05;11;4512.61328125
ML0205;0;2018-08-28;2018-09-15;19;300.3365783691406
ML0205;1;2019-08-27;2019-09-04;9;563.7254028320312
ML0205;2;2020-08-06;2020-08-07;2;117.10501098632812
ML0205;3;2020-08-27;2020-09-16;21;636.6084594726562
ML0205;4;2021-08-19;2021-08-22;4;125.77063751220703
ML0205;5;2022-09-22;2022-09-23;2;160.1110076904297
ML0206;0;2018-09-10;2018-09-22;13;4718.39892578125
ML0206;1;2019-09-10;2019-10-02;23;4653.74755859375
ML0206;2;2020-09-14;2020-09-28;15;4852.44677734375
ML0206;3;2021-09-20;2021-09-25;6;4432.31982421875
ML0206;4;2022-09-22;2022-10-05;14;4512.61328125
ML0207;0;2018-09-13;2018-09-14;2;150.6686553955078
ML0207;1;2019-08-26;2019-09-03;9;567.4883422851562
ML0207;2;2020-08-28;2020-09-14;18;568.760498046875
ML0301;0;2018-08-23;2018-10-01;40;1139.829345703125
ML0301;1;2019-09-14;2019-09-25;12;860.2548828125
ML0301;2;2020-09-10;2020-09-16;7;775.3013916015625
ML0301;3;2021-09-01;2021-09-22;22;829.9913940429688
ML0301;4;2022-09-06;2022-09-18;13;789.5874633789062
ML0302;0;2018-08-25;2018-09-27;34;451.2945556640625
ML0302;1;2019-09-13;2019-09-24;12;325.03240966796875
ML0302;2;2021-09-02;2021-09-04;3;287.054443359375
ML0302;3;2021-09-16;2021-09-17;2;286.3500671386719
ML0303;0;2018-08-25;2018-10-02;39;1029.891845703125
ML0303;1;2019-09-13;2019-09-27;15;804.2692260742188
ML0303;2;2020-09-11;2020-09-15;5;723.5065307617188
ML0303;3;2021-09-02;2021-09-22;21;789.9945678710938
ML0303;4;2022-09-07;2022-09-20;14;779.5100708007812
ML0304;0;2016-08-30;2016-08-31;2;269.0411376953125
ML0304;1;2018-08-22;2018-09-15;25;505.97137451171875
ML0304;2;2019-08-30;2019-09-01;3;244.23367309570312
ML0304;3;2020-08-28;2020-09-19;23;666.996826171875
ML0304;4;2021-08-15;2021-08-21;7;437.4429626464844
ML0305;0;2018-08-25;2018-09-30;37;1175.034423828125
ML0305;1;2019-09-15;2019-09-25;11;946.0242309570312
ML0305;2;2020-09-10;2020-09-21;12;899.947998046875
ML0305;3;2021-08-30;2021-09-22;24;951.1534423828125
ML0306;0;2018-08-27;2018-10-01;36;1357.4559326171875
ML0306;1;2019-09-02;2019-09-30;29;1208.8348388671875
ML0306;2;2020-09-16;2020-09-18;3;947.7583618164062
ML0306;3;2021-09-04;2021-09-07;4;987.6522827148438
ML0401;0;2018-09-10;2018-09-21;12;4389.0673828125
ML0401;1;2019-09-10;2019-09-30;21;4171.1572265625
ML0401;2;2020-09-13;2020-10-01;19;4380.79248046875
ML0401;3;2021-09-19;2021-09-28;10;4049.292724609375
ML0401;4;2022-09-27;2022-10-08;12;4212.67431640625
ML0402;0;2018-09-05;2018-10-06;32;2002.595703125
ML0402;1;2019-09-24;2019-09-25;2;1595.2298583984375
ML0402;2;2020-09-12;2020-10-17;36;1790.92138671875
ML0402;3;2021-09-06;2021-09-21;16;1668.905517578125
ML0402;4;2022-09-21;2022-10-05;15;1735.9434814453125
ML0403;0;2018-09-14;2018-09-24;11;4011.958984375
ML0403;1;2019-09-10;2019-10-02;23;3901.100830078125
ML0403;2;2020-09-12;2020-10-01;20;4191.322265625
ML0403;3;2021-09-19;2021-09-29;11;3856.955810546875
ML0403;4;2022-09-23;2022-10-11;19;4035.8984375
ML0404;0;2018-08-18;2018-08-19;2;147.55313110351562
ML0404;1;2018-09-13;2018-09-16;4;166.67135620117188
ML0404;2;2019-08-25;2019-09-13;20;393.1229248046875
ML0404;3;2020-08-06;2020-08-07;2;117.76251983642578
ML0404;4;2020-08-27;2020-09-16;21;402.87139892578125
ML0405;0;2018-09-12;2018-10-15;34;1786.2235107421875
ML0405;1;2019-09-13;2019-10-03;21;1557.17529296875
ML0405;2;2020-09-10;2020-10-24;45;1813.0863037109375
ML0405;3;2021-09-22;2021-09-23;2;1417.0345458984375
ML0405;4;2022-09-25;2022-10-05;11;1514.8189697265625
ML0406;0;2018-09-13;2018-09-22;10;4079.362548828125
ML0406;1;2019-09-10;2019-09-30;21;3978.162109375
ML0406;2;2020-09-13;2020-10-01;19;4215.01611328125
ML0406;3;2021-09-20;2021-09-28;9;3819.36669921875
ML0406;4;2022-09-25;2022-10-09;15;4033.42822265625
ML0502;0;2017-08-11;2017-08-12;2;182.91043090820312
ML0502;1;2018-08-11;2018-08-20;10;304.1254577636719
ML0502;2;2018-09-02;2018-09-07;6;247.59280395507812
ML0502;3;2019-08-25;2019-09-02;9;284.13629150390625
ML0502;4;2020-08-29;2020-09-14;17;257.4127197265625
ML0502;5;2022-08-31;2022-09-01;2;194.19627380371094
ML0503;0;2018-09-13;2018-10-08;26;3004.4033203125
ML0503;1;2019-09-13;2019-10-01;19;2996.78564453125
ML0503;2;2020-09-10;2020-10-14;35;3432.359130859375
ML0503;3;2021-09-20;2021-09-28;9;2920.04541015625
ML0503;4;2022-10-04;2022-10-06;3;2677.12841796875
ML0504;0;2017-08-27;2017-08-28;2;168.9147491455078
ML0504;1;2018-08-08;2018-08-21;14;370.3138427734375
ML0504;2;2018-09-02;2018-09-04;3;200.5308074951172
ML0504;3;2019-08-24;2019-09-02;10;315.29364013671875
ML0504;4;2020-08-06;2020-08-13;8;270.80718994140625
ML0504;5;2022-08-30;2022-09-01;3;179.1914520263672
ML0505;0;2017-08-10;2017-08-12;3;129.8594207763672
ML0505;1;2018-08-11;2018-08-20;10;201.1436309814453
ML0505;2;2018-09-02;2018-09-14;13;172.40016174316406
ML0505;3;2019-08-25;2019-09-01;8;177.63482666015625
ML0505;4;2020-08-30;2020-09-13;15;169.60784912109375
ML0505;5;2022-08-31;2022-09-01;2;129.46522521972656
ML0506;0;2019-09-29;2019-09-30;2;2740.93212890625
ML0506;1;2019-10-25;2019-10-26;2;2759.68603515625
ML0506;2;2020-09-16;2020-11-01;47;3197.590576171875
ML0507;0;2018-09-13;2018-09-26;14;3194.377685546875
ML0507;1;2019-09-10;2019-09-30;21;3017.485595703125
ML0507;2;2020-09-10;2020-10-13;34;3636.070556640625
