identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-08-28;2019-09-15;19;1358.9459228515625
ML0202;5;2022-09-17;2022-10-04;18;1621.5484619140625
ML0203;1;2019-09-08;2019-10-01;24;4755.34619140625
ML0204;4;2022-09-28;2022-10-05;8;4486.4833984375
ML0205;0;2019-08-27;2019-09-01;6;563.7254028320312
ML0206;1;2019-09-10;2019-10-02;23;4653.74755859375
ML0301;4;2022-09-06;2022-09-20;15;789.5874633789062
ML0302;1;2019-09-13;2019-10-01;19;325.03240966796875
ML0305;0;2018-08-25;2018-10-01;38;1175.034423828125
ML0305;1;2019-09-15;2019-09-25;11;946.0242309570312
ML0401;4;2022-09-28;2022-10-07;10;4212.67431640625
ML0402;4;2022-09-17;2022-10-06;20;1735.9434814453125
ML0405;4;2022-09-24;2022-10-08;15;1527.565673828125
ML0406;4;2022-09-25;2022-10-08;14;4033.42822265625
ML0503;4;2022-09-26;2022-10-06;11;2745.911865234375
ML0506;3;2022-10-03;2022-10-26;24;2832.56591796875
ML0601;0;2019-10-04;2019-11-02;30;2149.0390625
ML0602;4;2022-10-09;2022-10-26;18;2198.109130859375
ML0604;2;2019-09-23;2019-11-02;41;2294.147216796875
ML0604;4;2022-10-04;2022-10-26;23;2221.724853515625
ML0605;1;2019-10-09;2019-11-03;26;2038.740234375
ML0605;2;2019-11-15;2019-11-25;11;2015.074462890625
ML0701;2;2019-12-05;2020-01-08;35;1623.6905517578125
ML0702;0;2019-10-14;2019-12-05;53;2022.5135498046875
ML0702;2;2022-11-12;2022-11-17;6;1941.507568359375
ML0703;0;2019-11-22;2019-12-30;39;1777.5343017578125
ML0901;0;2018-09-10;2018-09-23;14;4764.3291015625
ML0901;1;2019-09-10;2019-10-01;22;4659.5751953125
ML0901;4;2022-09-24;2022-10-05;12;4395.0712890625
