identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-08-29;2018-10-03;36;1476.0762939453125
ML0101;1;2019-08-29;2019-10-10;43;1334.6114501953125
ML0101;2;2020-08-29;2020-10-18;51;1757.5460205078125
ML0101;3;2021-08-23;2021-09-24;33;954.70947265625
ML0101;4;2022-09-04;2022-10-03;30;1180.5589599609375
ML0102;0;2016-08-13;2016-08-14;2;158.71299743652344
ML0102;1;2018-08-07;2018-09-20;45;478.2503356933594
ML0102;2;2019-08-25;2019-09-14;21;700.0286254882812
ML0102;3;2020-08-06;2020-08-08;3;182.11961364746094
ML0102;4;2020-08-26;2020-09-26;32;1078.1881103515625
ML0102;5;2021-08-19;2021-08-23;5;147.21861267089844
ML0102;6;2022-09-23;2022-09-27;5;220.9812469482422
ML0103;0;2018-08-24;2018-10-08;46;1452.3040771484375
ML0103;1;2019-08-26;2019-10-12;48;1392.005859375
ML0103;2;2020-08-24;2020-10-22;60;1734.14453125
ML0103;3;2021-08-21;2021-10-03;44;987.8143310546875
ML0103;4;2022-09-08;2022-10-10;33;981.35400390625
ML0104;0;2018-08-29;2018-09-18;21;1535.76318359375
ML0104;1;2019-08-29;2019-09-28;31;1251.1070556640625
ML0104;2;2020-08-30;2020-10-08;40;1894.8433837890625
ML0104;3;2021-08-28;2021-09-09;13;908.5387573242188
ML0104;4;2022-09-04;2022-09-07;4;843.8006591796875
ML0104;5;2022-09-21;2022-09-24;4;782.2933349609375
ML0105;0;2018-08-31;2018-09-18;19;1351.666015625
ML0105;1;2019-08-29;2019-09-28;31;1154.2958984375
ML0105;2;2020-08-30;2020-10-08;40;1463.91796875
ML0105;3;2021-08-28;2021-09-09;13;908.5387573242188
ML0105;4;2022-09-04;2022-09-07;4;843.8006591796875
ML0105;5;2022-09-21;2022-09-24;4;782.2933349609375
ML0107;0;2016-07-28;2016-08-01;5;355.78643798828125
ML0107;1;2016-08-16;2016-09-17;33;514.2821655273438
ML0107;2;2018-08-15;2018-09-20;37;584.0743408203125
ML0107;3;2019-08-26;2019-09-05;11;771.6692504882812
ML0107;4;2020-08-06;2020-08-08;3;289.4464416503906
ML0107;5;2020-08-24;2020-09-16;24;1155.609130859375
ML0107;6;2021-08-20;2021-08-21;2;278.63360595703125
ML0107;7;2022-08-31;2022-09-08;9;434.68914794921875
ML0107;8;2022-09-25;2022-09-28;4;303.71112060546875
ML0201;0;2017-08-26;2017-08-27;2;21.12748908996582
ML0201;1;2018-08-19;2018-09-15;28;124.41388702392578
ML0201;2;2019-08-26;2019-09-11;17;211.00680541992188
ML0201;3;2020-08-05;2020-09-20;47;268.9991455078125
ML0201;4;2021-08-19;2021-08-21;3;18.59437370300293
ML0202;0;2016-08-26;2016-10-09;45;1292.667236328125
ML0202;1;2018-08-23;2018-10-21;60;1925.190185546875
ML0202;2;2019-08-29;2019-10-25;58;1582.1767578125
ML0202;3;2020-08-26;2020-10-28;64;1758.61474609375
ML0202;4;2021-08-14;2021-10-10;58;1671.8704833984375
ML0202;5;2022-09-06;2022-10-21;46;1625.734619140625
ML0203;0;2018-08-31;2018-10-15;46;4893.0908203125
