identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2016-09-16;2016-09-19;4;712.8666381835938
ML0101;1;2018-08-24;2018-10-07;45;1476.0762939453125
ML0101;2;2019-08-26;2019-10-11;47;1334.6114501953125
ML0101;3;2020-08-24;2020-10-21;59;1757.5460205078125
ML0101;4;2021-08-23;2021-09-30;39;954.70947265625
ML0101;5;2022-08-30;2022-10-09;41;1180.5589599609375
ML0102;0;2016-07-23;2016-07-25;3;127.35311126708984
ML0102;1;2016-08-12;2016-09-03;23;208.15382385253906
ML0102;2;2017-08-11;2017-08-14;4;92.31097412109375
ML0102;3;2017-08-25;2017-08-30;6;167.9485626220703
ML0102;4;2018-08-06;2018-09-24;50;478.2503356933594
ML0102;5;2019-08-22;2019-09-22;32;761.984130859375
ML0102;6;2020-07-17;2020-10-02;78;1078.1881103515625
ML0102;7;2021-08-01;2021-08-02;2;147.49273681640625
ML0102;8;2021-08-17;2021-08-23;7;247.01046752929688
ML0102;9;2022-09-02;2022-10-01;30;308.2926025390625
ML0103;0;2018-08-24;2018-10-07;45;1452.3040771484375
ML0103;1;2019-08-27;2019-10-11;46;1392.005859375
ML0103;2;2020-08-24;2020-10-21;59;1734.14453125
ML0103;3;2021-08-23;2021-09-30;39;987.8143310546875
ML0103;4;2022-09-19;2022-10-09;21;981.35400390625
ML0104;0;2017-08-28;2017-08-29;2;515.4794311523438
ML0104;1;2018-08-27;2018-09-22;27;1535.76318359375
ML0104;2;2019-08-26;2019-09-30;36;1560.1102294921875
ML0104;3;2020-08-26;2020-10-11;47;1894.8433837890625
ML0104;4;2021-08-21;2021-09-22;33;908.5387573242188
ML0104;5;2022-08-30;2022-09-27;29;922.5704956054688
ML0105;0;2018-08-27;2018-09-22;27;1351.666015625
ML0105;1;2019-08-26;2019-09-30;36;1154.2958984375
ML0105;2;2020-08-26;2020-10-11;47;1463.91796875
ML0105;3;2021-08-21;2021-09-22;33;908.5387573242188
ML0105;4;2022-08-30;2022-09-27;29;922.5704956054688
ML0107;0;2016-07-27;2016-09-19;55;514.2821655273438
ML0107;1;2017-08-29;2017-08-30;2;257.277587890625
ML0107;2;2018-08-14;2018-09-24;42;584.0743408203125
ML0107;3;2019-08-26;2019-09-10;16;771.6692504882812
ML0107;4;2020-07-31;2020-09-21;53;1155.609130859375
ML0107;5;2021-08-19;2021-08-29;11;376.03118896484375
ML0107;6;2022-08-29;2022-09-30;33;456.5225524902344
ML0201;0;2016-07-23;2016-07-25;3;25.32541275024414
ML0201;1;2016-08-12;2016-09-05;25;71.28976440429688
ML0201;2;2017-08-11;2017-08-30;20;77.76217651367188
ML0201;3;2018-08-07;2018-09-20;45;124.41388702392578
ML0201;4;2019-08-08;2019-09-21;45;217.67880249023438
ML0201;5;2020-07-22;2020-09-23;64;268.9991455078125
ML0201;6;2021-07-31;2021-08-03;4;21.310367584228516
ML0201;7;2021-08-17;2021-08-23;7;41.9907112121582
ML0201;8;2022-08-31;2022-09-28;29;87.81568908691406
ML0202;0;2016-08-30;2016-10-04;36;1292.667236328125
ML0202;1;2018-08-23;2018-10-17;56;1925.190185546875
ML0202;2;2019-08-29;2019-10-18;51;1582.1767578125
ML0202;3;2020-08-30;2020-10-26;58;1758.61474609375
ML0202;4;2021-08-19;2021-10-08;51;1671.8704833984375
ML0202;5;2022-09-08;2022-10-16;39;1625.734619140625
ML0203;0;2018-08-31;2018-10-15;46;4893.0908203125
ML0203;1;2019-08-31;2019-10-18;49;4733.59912109375
ML0203;2;2020-09-07;2020-10-17;41;4829.513671875
ML0203;3;2021-09-02;2021-10-03;32;4457.4580078125
ML0203;4;2022-09-09;2022-10-17;39;4390.1416015625
ML0204;0;2018-08-31;2018-10-15;46;4893.0908203125
ML0204;1;2019-08-31;2019-10-19;50;4753.77978515625
ML0204;2;2020-09-07;2020-10-18;42;4845.22314453125
ML0204;3;2021-09-02;2021-10-04;33;4490.38525390625
ML0204;4;2022-09-09;2022-10-17;39;4430.18701171875
ML0205;0;2016-07-23;2016-07-28;6;91.07527923583984
ML0205;1;2016-08-12;2016-09-19;39;157.7886199951172
ML0205;2;2017-08-11;2017-08-12;2;33.81583023071289
ML0205;3;2017-08-23;2017-08-28;6;86.39603424072266
ML0205;4;2018-08-10;2018-09-21;43;273.8153381347656
ML0205;5;2019-08-09;2019-09-23;46;497.7427062988281
ML0205;6;2020-07-22;2020-10-05;76;732.8395385742188
ML0205;7;2021-08-01;2021-08-04;4;75.38777923583984
ML0205;8;2021-08-17;2021-09-13;28;199.9789581298828
ML0205;9;2022-09-02;2022-09-29;28;308.2926025390625
ML0206;0;2018-08-31;2018-10-14;45;4744.345703125
ML0206;1;2019-09-02;2019-10-19;48;4636.5517578125
ML0206;2;2020-09-07;2020-10-18;42;4830.779296875
ML0206;3;2021-09-02;2021-10-05;34;4470.17041015625
ML0206;4;2022-09-04;2022-10-17;44;4430.18701171875
ML0207;0;2016-07-23;2016-07-28;6;116.97624206542969
ML0207;1;2016-08-12;2016-09-04;24;187.9479217529297
ML0207;2;2017-08-11;2017-08-30;20;293.61419677734375
ML0207;3;2018-08-06;2018-09-19;45;332.7026672363281
ML0207;4;2019-08-24;2019-09-22;30;643.32421875
ML0207;5;2020-07-17;2020-09-23;69;700.5781860351562
ML0207;6;2021-07-31;2021-08-03;4;86.87326049804688
ML0207;7;2021-08-18;2021-08-23;6;127.3686294555664
ML0207;8;2022-08-18;2022-08-19;2;79.4983139038086
ML0207;9;2022-09-02;2022-09-27;26;207.1337432861328
ML0301;0;2016-08-26;2016-10-04;40;642.1720581054688
ML0301;1;2018-08-19;2018-10-14;57;1098.8826904296875
ML0301;2;2019-08-29;2019-10-18;51;861.5866088867188
ML0301;3;2020-08-30;2020-10-20;52;856.8377075195312
ML0301;4;2021-08-13;2021-10-04;53;876.4288940429688
ML0301;5;2022-08-29;2022-10-12;45;803.8798217773438
ML0302;0;2016-08-30;2016-10-06;38;240.03871154785156
ML0302;1;2018-08-20;2018-10-15;57;445.4316101074219
ML0302;2;2019-08-30;2019-10-21;53;326.56207275390625
ML0302;3;2020-09-03;2020-10-17;45;262.16973876953125
ML0302;4;2021-08-17;2021-09-30;45;338.0986328125
ML0302;5;2022-09-02;2022-10-12;41;258.5336608886719
ML0303;0;2016-08-30;2016-10-02;34;607.2653198242188
ML0303;1;2018-08-20;2018-10-14;56;1019.9642333984375
ML0303;2;2019-08-29;2019-10-18;51;807.73291015625
ML0303;3;2020-09-01;2020-10-18;48;770.4610595703125
ML0303;4;2021-08-15;2021-10-04;51;824.3278198242188
ML0303;5;2022-08-29;2022-10-11;44;783.364013671875
ML0304;0;2016-08-12;2016-09-21;41;350.61114501953125
ML0304;1;2017-08-11;2017-09-06;27;331.179931640625
ML0304;2;2018-08-09;2018-10-07;60;484.1943359375
ML0304;3;2019-08-26;2019-10-09;45;360.16497802734375
ML0304;4;2020-08-13;2020-10-15;64;681.765380859375
ML0304;5;2021-08-12;2021-09-20;40;418.760498046875
ML0304;6;2022-09-02;2022-10-03;32;318.2174377441406
ML0305;0;2016-08-26;2016-10-06;42;782.4144287109375
ML0305;1;2018-08-20;2018-10-14;56;1139.3233642578125
ML0305;2;2019-08-29;2019-10-18;51;938.315185546875
ML0305;3;2020-08-30;2020-10-19;51;956.8461303710938
ML0305;4;2021-08-13;2021-10-02;51;991.1748046875
ML0305;5;2022-09-01;2022-10-11;41;803.8798217773438
ML0306;0;2016-09-18;2016-09-19;2;666.7373046875
ML0306;1;2018-08-20;2018-10-13;55;1346.27783203125
ML0306;2;2019-08-20;2019-10-18;60;1215.3743896484375
ML0306;3;2020-09-09;2020-10-18;40;1044.4119873046875
ML0306;4;2021-08-30;2021-10-03;35;1078.98388671875
ML0306;5;2022-08-30;2022-10-07;39;875.0625
ML0401;0;2018-09-03;2018-10-13;41;4413.48095703125
ML0401;1;2019-09-04;2019-10-15;42;4149.08544921875
ML0401;2;2020-09-07;2020-10-19;43;4371.27685546875
ML0401;3;2021-09-03;2021-10-06;34;4057.0927734375
ML0401;4;2022-09-13;2022-10-17;35;4186.0546875
ML0402;0;2016-08-30;2016-10-08;40;1292.667236328125
ML0402;1;2018-08-24;2018-10-22;60;2002.023193359375
ML0402;2;2019-08-29;2019-10-27;60;1612.3475341796875
ML0402;3;2020-08-30;2020-10-28;60;1800.8046875
ML0402;4;2021-08-18;2021-10-10;54;1671.8704833984375
ML0402;5;2022-09-07;2022-10-18;42;1720.5526123046875
ML0403;0;2018-09-05;2018-10-15;41;3995.476318359375
ML0403;1;2019-09-03;2019-10-14;42;3870.675537109375
ML0403;2;2020-09-07;2020-10-21;45;4251.9150390625
ML0403;3;2021-09-03;2021-10-06;34;3850.677490234375
ML0403;4;2022-09-09;2022-10-20;42;4034.923095703125
ML0404;0;2016-07-23;2016-08-13;22;107.19750213623047
ML0404;1;2016-08-29;2016-09-05;8;120.00030517578125
ML0404;2;2017-08-10;2017-08-30;21;205.2035369873047
ML0404;3;2018-08-07;2018-09-20;45;248.27333068847656
ML0404;4;2019-08-08;2019-08-12;5;82.66427612304688
ML0404;5;2019-08-24;2019-09-23;31;361.3558349609375
ML0404;6;2020-08-01;2020-09-26;57;441.094482421875
ML0404;7;2021-08-18;2021-08-21;4;100.74064636230469
ML0404;8;2022-08-29;2022-09-23;26;139.25146484375
ML0405;0;2016-09-03;2016-10-12;40;1090.2841796875
ML0405;1;2018-08-27;2018-10-24;59;1768.6597900390625
ML0405;2;2019-09-01;2019-10-31;61;1573.1480712890625
ML0405;3;2020-08-26;2020-10-30;66;1789.1226806640625
ML0405;4;2021-08-19;2021-10-10;53;1438.8482666015625
ML0405;5;2022-09-11;2022-10-21;41;1533.38623046875
ML0406;0;2018-09-04;2018-10-13;40;4088.79248046875
ML0406;1;2019-09-04;2019-10-14;41;3979.11328125
ML0406;2;2020-09-09;2020-10-20;42;4274.3193359375
ML0406;3;2021-09-03;2021-10-06;34;3883.671630859375
ML0406;4;2022-09-09;2022-10-18;40;4030.783447265625
ML0502;0;2016-07-22;2016-07-24;3;109.29209899902344
ML0502;1;2016-08-05;2016-09-05;32;197.20582580566406
ML0502;2;2017-08-11;2017-09-06;27;232.17909240722656
ML0502;3;2018-08-08;2018-09-20;44;297.82269287109375
ML0502;4;2019-08-24;2019-09-12;20;313.76995849609375
ML0502;5;2020-08-05;2020-09-22;49;245.58717346191406
ML0502;6;2021-08-19;2021-08-22;4;95.50318145751953
ML0502;7;2022-08-28;2022-09-30;34;201.16952514648438
ML0503;0;2018-09-03;2018-10-20;48;3021.027099609375
ML0503;1;2019-09-03;2019-10-19;47;2983.930908203125
ML0503;2;2020-09-05;2020-10-27;53;3408.66650390625
ML0503;3;2021-09-03;2021-10-08;36;2945.533203125
ML0503;4;2022-09-09;2022-10-23;45;2775.932373046875
ML0504;0;2016-07-22;2016-07-24;3;131.55564880371094
ML0504;1;2016-08-05;2016-08-29;25;223.4813690185547
ML0504;2;2017-08-09;2017-09-06;29;252.90280151367188
ML0504;3;2018-08-05;2018-09-15;42;446.0792236328125
ML0504;4;2019-08-09;2019-09-12;35;518.6063842773438
ML0504;5;2020-08-04;2020-09-10;38;300.0260009765625
ML0504;6;2022-08-06;2022-09-13;39;234.9792022705078
ML0505;0;2016-07-22;2016-07-24;3;75.17096710205078
ML0505;1;2016-08-05;2016-09-04;31;143.39382934570312
ML0505;2;2017-08-09;2017-09-06;29;159.83404541015625
ML0505;3;2018-08-07;2018-09-19;44;248.75164794921875
ML0505;4;2019-08-24;2019-09-12;20;190.0287628173828
ML0505;5;2020-08-05;2020-09-20;47;183.44284057617188
ML0505;6;2021-08-20;2021-08-23;4;61.419517517089844
ML0505;7;2022-08-28;2022-09-26;30;147.5106658935547
ML0506;0;2018-09-11;2018-11-04;55;2799.22021484375
ML0506;1;2019-09-11;2019-11-12;63;2858.124755859375
ML0506;2;2020-09-10;2020-11-12;64;3126.2001953125
ML0506;3;2021-09-17;2021-10-17;31;2682.515380859375
ML0506;4;2022-09-21;2022-11-06;47;2835.548828125
ML0507;0;2018-09-03;2018-10-18;46;3169.145263671875
ML0507;1;2019-09-02;2019-10-18;47;3031.944091796875
ML0507;2;2020-09-05;2020-10-25;51;3587.4345703125
ML0507;3;2021-09-03;2021-10-07;35;3117.9365234375
ML0507;4;2022-09-09;2022-10-21;43;2927.31396484375
ML0508;0;2018-09-12;2018-11-04;54;2797.121826171875
ML0508;1;2019-09-11;2019-11-14;65;2843.57958984375
ML0508;2;2020-09-10;2020-11-13;65;3070.044921875
ML0508;3;2021-09-20;2021-10-19;30;2623.53662109375
ML0508;4;2022-09-22;2022-11-08;48;2811.834716796875
ML0601;0;2018-09-18;2018-12-06;80;2117.944091796875
ML0601;1;2019-09-22;2019-12-06;76;2145.0498046875
ML0601;2;2020-09-15;2020-12-16;93;2380.54296875
ML0601;3;2022-10-04;2022-11-29;57;2131.390380859375
ML0602;0;2018-09-16;2018-12-04;80;2152.486572265625
ML0602;1;2019-09-19;2019-11-17;60;2209.866455078125
ML0602;2;2020-09-15;2020-12-09;86;2434.7685546875
ML0602;3;2022-09-30;2022-11-24;56;2196.528564453125
ML0603;0;2018-09-23;2018-11-19;58;2041.1787109375
ML0603;1;2019-10-01;2019-12-14;75;2041.2008056640625
ML0603;2;2020-09-28;2020-12-17;81;2165.33349609375
ML0603;3;2022-10-11;2022-12-02;53;1997.82177734375
ML0604;0;2018-09-15;2018-12-04;81;2170.00341796875
ML0604;1;2019-09-18;2019-11-18;62;2298.35107421875
ML0604;2;2020-09-14;2020-12-09;87;2503.4091796875
ML0604;3;2022-09-28;2022-11-26;60;2220.564697265625
ML0605;0;2018-09-25;2018-11-20;57;2038.9644775390625
ML0605;1;2019-10-05;2019-12-15;72;2038.69873046875
ML0605;2;2020-09-30;2020-12-16;78;2121.31298828125
ML0605;3;2022-10-14;2022-11-30;48;1993.93408203125
ML0701;0;2016-01-06;2016-01-24;19;1492.6146240234375
ML0701;1;2016-12-09;2016-12-20;12;1444.360595703125
ML0701;2;2018-11-22;2019-01-19;59;1580.7025146484375
ML0701;3;2019-11-16;2020-01-24;70;1626.4168701171875
ML0701;4;2020-11-15;2021-01-12;59;1589.728515625
ML0701;5;2021-12-01;2021-12-27;27;1480.919677734375
ML0701;6;2022-11-12;2023-01-17;67;1552.9603271484375
ML0702;0;2018-10-03;2018-11-29;58;1924.8800048828125
ML0702;1;2019-10-07;2019-12-21;76;2017.2572021484375
ML0702;2;2020-10-07;2020-12-19;74;2080.193359375
ML0702;3;2022-10-23;2022-12-12;51;1942.589111328125
ML0703;0;2016-01-06;2016-01-09;4;1569.3592529296875
ML0703;1;2018-11-11;2019-01-02;53;1717.0087890625
ML0703;2;2019-10-28;2020-01-10;75;1775.9866943359375
ML0703;3;2020-10-08;2021-01-06;91;1878.119873046875
ML0703;4;2022-11-01;2022-12-30;60;1701.41943359375
ML0901;0;2018-08-31;2018-10-14;45;4783.91357421875
ML0901;1;2019-09-02;2019-10-19;48;4589.162109375
ML0901;2;2020-09-06;2020-10-17;42;4780.927734375
ML0901;3;2021-09-02;2021-10-04;33;4416.064453125
ML0901;4;2022-09-06;2022-10-17;42;4338.697265625
