admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0103;1;2019-09-02;2019-09-09;8;1382.477294921875
ML0202;3;2022-09-26;2022-09-27;2;1614.34375
ML0203;1;2019-09-10;2019-09-29;20;4829.162109375
ML0205;0;2019-08-27;2019-09-01;6;435.40496826171875
ML0206;1;2019-09-12;2019-09-26;15;4649.8603515625
ML0302;1;2019-09-12;2019-09-21;10;329.57659912109375
ML0305;0;2018-08-28;2018-09-27;31;1151.65478515625
ML0305;1;2019-09-15;2019-09-21;7;942.1709594726562
ML0402;3;2022-09-26;2022-10-04;9;1723.2645263671875
ML0405;3;2022-10-02;2022-10-04;3;1416.685546875
ML0406;4;2022-09-28;2022-10-05;8;4039.373046875
ML0604;0;2019-10-03;2019-10-25;23;2300.122802734375
ML0701;0;2019-12-11;2019-12-28;18;1618.1341552734375
ML0702;0;2019-11-21;2019-11-25;5;2019.037841796875
ML0901;0;2018-09-11;2018-09-21;11;4775.41845703125
ML0901;1;2019-09-12;2019-09-29;18;4650.02978515625
