admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2016-09-17;2016-09-18;2;735.2625122070312
ML0101;1;2018-08-23;2018-10-06;45;1434.318115234375
ML0101;2;2019-08-26;2019-10-11;47;1363.6527099609375
ML0101;3;2020-08-23;2020-10-20;59;1789.0611572265625
ML0101;4;2021-08-22;2021-09-29;39;967.34423828125
ML0101;5;2022-09-03;2022-10-08;36;1061.771484375
ML0102;0;2016-08-12;2016-08-13;2;137.54161071777344
ML0102;1;2018-08-06;2018-09-21;47;478.691162109375
ML0102;2;2019-08-25;2019-09-15;22;770.1224975585938
ML0102;3;2020-08-06;2020-08-07;2;172.22874450683594
ML0102;4;2020-08-27;2020-09-30;35;905.1732177734375
ML0102;5;2021-08-19;2021-08-22;4;163.52188110351562
ML0102;6;2022-09-06;2022-09-28;23;302.9861145019531
ML0103;0;2018-08-23;2018-10-08;47;1436.358154296875
ML0103;1;2019-08-26;2019-10-12;48;1358.9459228515625
ML0103;2;2020-08-23;2020-10-22;61;1710.9969482421875
ML0103;3;2021-08-21;2021-10-05;46;982.505859375
ML0103;4;2022-09-08;2022-10-11;34;979.1893920898438
ML0104;0;2018-08-28;2018-09-20;24;1601.58837890625
ML0104;1;2019-08-26;2019-09-29;35;1754.431640625
ML0104;2;2020-08-27;2020-10-09;44;1753.8262939453125
ML0104;3;2021-08-22;2021-09-23;33;932.1302490234375
ML0104;4;2022-09-03;2022-09-24;22;862.1052856445312
ML0105;0;2018-08-28;2018-09-20;24;1383.9931640625
ML0105;1;2019-08-26;2019-09-29;35;1151.6800537109375
ML0105;2;2020-08-27;2020-10-09;44;1477.649169921875
ML0105;3;2021-08-20;2021-09-23;35;932.1302490234375
ML0105;4;2022-09-03;2022-09-24;22;862.1052856445312
ML0107;0;2016-07-27;2016-08-01;6;472.86431884765625
ML0107;1;2016-08-12;2016-09-16;36;510.5587463378906
ML0107;2;2018-08-14;2018-09-22;40;580.3570556640625
ML0107;3;2019-08-26;2019-09-05;11;803.0223388671875
ML0107;4;2020-08-06;2020-08-07;2;324.41668701171875
ML0107;5;2020-08-22;2020-09-16;26;1165.1544189453125
ML0107;6;2021-08-19;2021-08-23;5;377.1559753417969
ML0107;7;2022-09-03;2022-09-28;26;462.3499450683594
ML0201;0;2017-08-11;2017-08-12;2;16.787494659423828
ML0201;1;2017-08-25;2017-08-26;2;40.264739990234375
ML0201;2;2018-08-16;2018-08-17;2;52.3928337097168
ML0201;3;2018-08-29;2018-09-14;17;120.4152603149414
ML0201;4;2019-08-26;2019-09-13;19;207.18333435058594
ML0201;5;2020-08-05;2020-09-15;42;247.88905334472656
ML0201;6;2021-08-19;2021-08-21;3;19.198495864868164
ML0201;7;2022-09-22;2022-09-23;2;34.417816162109375
ML0202;0;2016-08-25;2016-10-09;46;1295.1009521484375
ML0202;1;2018-08-22;2018-10-20;60;1893.8065185546875
ML0202;2;2019-08-28;2019-10-25;59;1620.9808349609375
ML0202;3;2020-08-27;2020-10-28;63;1715.886962890625
ML0202;4;2021-08-14;2021-10-10;58;1668.905517578125
ML0202;5;2022-09-06;2022-10-21;46;1621.5484619140625
ML0203;0;2018-09-01;2018-10-16;46;4935.2353515625
ML0203;1;2019-08-30;2019-10-19;51;4755.34619140625
ML0203;2;2020-09-08;2020-10-18;41;4850.81689453125
ML0203;3;2021-09-02;2021-10-04;33;4526.287109375
ML0203;4;2022-09-08;2022-10-19;42;4425.912109375
ML0204;0;2018-09-01;2018-10-16;46;4935.2353515625
ML0204;1;2019-08-30;2019-10-20;52;4772.67236328125
ML0204;2;2020-09-06;2020-10-18;43;4862.44580078125
ML0204;3;2021-09-02;2021-10-04;33;4553.802734375
ML0204;4;2022-09-06;2022-10-19;44;4512.61328125
ML0205;0;2016-08-12;2016-08-13;2;76.2901840209961
ML0205;1;2018-08-28;2018-09-15;19;300.3365783691406
ML0205;2;2019-08-26;2019-09-05;11;563.7254028320312
ML0205;3;2020-08-05;2020-08-07;3;124.43678283691406
ML0205;4;2020-08-20;2020-09-20;32;636.6084594726562
ML0205;5;2021-08-18;2021-08-22;5;239.55648803710938
ML0205;6;2022-09-22;2022-09-26;5;160.1110076904297
ML0206;0;2018-09-01;2018-10-14;44;4718.39892578125
ML0206;1;2019-09-02;2019-10-19;48;4653.74755859375
ML0206;2;2020-09-06;2020-10-19;44;4852.44677734375
ML0206;3;2021-09-01;2021-10-05;35;4491.7373046875
ML0206;4;2022-09-05;2022-10-17;43;4512.61328125
ML0207;0;2018-08-06;2018-09-16;42;345.32586669921875
ML0207;1;2019-08-25;2019-09-13;20;673.4669799804688
ML0207;2;2020-08-06;2020-08-07;2;143.10772705078125
ML0207;3;2020-08-28;2020-09-16;20;568.760498046875
ML0207;4;2022-09-06;2022-09-07;2;107.0478515625
ML0301;0;2016-08-23;2016-10-06;45;643.8836059570312
ML0301;1;2018-08-18;2018-10-16;60;1139.829345703125
ML0301;2;2019-08-28;2019-10-21;55;866.880859375
ML0301;3;2020-08-28;2020-10-23;57;824.8165893554688
ML0301;4;2021-08-09;2021-10-06;59;879.3756713867188
ML0301;5;2022-08-28;2022-10-13;47;789.5874633789062
ML0302;0;2016-08-29;2016-10-07;40;237.38381958007812
ML0302;1;2018-08-19;2018-10-15;58;451.2945556640625
ML0302;2;2019-08-29;2019-10-23;56;325.03240966796875
ML0302;3;2020-09-02;2020-10-17;46;254.75559997558594
ML0302;4;2021-08-16;2021-09-30;46;327.64617919921875
ML0302;5;2022-09-01;2022-10-12;42;262.6785583496094
ML0303;0;2016-08-29;2016-10-05;38;606.3642578125
ML0303;1;2018-08-19;2018-10-15;58;1029.891845703125
ML0303;2;2019-08-28;2019-10-22;56;808.8292236328125
ML0303;3;2020-08-30;2020-10-20;52;741.722412109375
ML0303;4;2021-08-13;2021-10-06;55;791.9169311523438
ML0303;5;2022-08-29;2022-10-13;46;779.5100708007812
ML0304;0;2016-08-18;2016-09-18;32;360.620361328125
ML0304;1;2017-08-10;2017-08-12;3;166.0627899169922
ML0304;2;2017-08-26;2017-09-05;11;240.5361328125
ML0304;3;2018-08-12;2018-09-30;50;505.97137451171875
ML0304;4;2019-08-26;2019-09-27;33;382.6135559082031
ML0304;5;2020-08-19;2020-10-14;57;666.996826171875
ML0304;6;2021-08-11;2021-09-05;26;437.4429626464844
ML0304;7;2021-09-16;2021-09-19;4;170.05921936035156
ML0304;8;2022-09-10;2022-09-28;19;348.4059143066406
ML0305;0;2016-08-22;2016-10-07;47;767.4913940429688
ML0305;1;2018-08-19;2018-10-15;58;1175.034423828125
ML0305;2;2019-08-27;2019-10-20;55;946.0242309570312
ML0305;3;2020-08-29;2020-10-21;54;941.9356079101562
ML0305;4;2021-08-09;2021-10-05;58;983.5049438476562
ML0305;5;2022-08-31;2022-10-12;43;789.5874633789062
ML0306;0;2018-08-19;2018-10-13;56;1357.4559326171875
ML0306;1;2019-08-22;2019-10-17;57;1208.8348388671875
ML0306;2;2020-09-09;2020-10-17;39;1051.6683349609375
ML0306;3;2021-08-30;2021-10-03;35;1094.15869140625
ML0306;4;2022-09-01;2022-10-06;36;878.4029541015625
ML0401;0;2018-09-03;2018-10-13;41;4389.0673828125
ML0401;1;2019-09-03;2019-10-16;44;4171.1572265625
ML0401;2;2020-09-07;2020-10-19;43;4380.79248046875
ML0401;3;2021-09-02;2021-10-05;34;4064.619140625
ML0401;4;2022-09-13;2022-10-18;36;4212.67431640625
ML0402;0;2016-08-26;2016-10-12;48;1295.1009521484375
ML0402;1;2017-09-07;2017-09-08;2;945.8705444335938
ML0402;2;2018-08-22;2018-10-24;64;2002.595703125
ML0402;3;2019-08-28;2019-10-30;64;1621.2086181640625
ML0402;4;2020-08-24;2020-10-31;69;1790.92138671875
ML0402;5;2021-08-14;2021-10-13;61;1668.905517578125
ML0402;6;2022-09-04;2022-10-22;49;1735.9434814453125
ML0403;0;2018-09-04;2018-10-15;42;4011.958984375
ML0403;1;2019-09-02;2019-10-15;44;3901.100830078125
ML0403;2;2020-09-06;2020-10-21;46;4191.322265625
ML0403;3;2021-09-02;2021-10-07;36;3856.955810546875
ML0403;4;2022-09-08;2022-10-21;44;4035.8984375
ML0404;0;2017-08-25;2017-08-29;5;140.11386108398438
ML0404;1;2018-08-11;2018-08-21;11;199.01234436035156
ML0404;2;2018-09-04;2018-09-19;16;232.51316833496094
ML0404;3;2019-08-25;2019-09-21;28;393.1229248046875
ML0404;4;2020-08-05;2020-09-22;49;402.87139892578125
ML0404;5;2021-08-19;2021-08-20;2;69.52937316894531
ML0404;6;2022-09-06;2022-09-15;10;151.55960083007812
ML0405;0;2016-08-30;2016-10-15;47;1099.013671875
ML0405;1;2018-08-23;2018-10-28;67;1786.2235107421875
ML0405;2;2019-08-29;2019-11-03;67;1557.17529296875
ML0405;3;2020-08-23;2020-11-04;74;1813.0863037109375
ML0405;4;2021-08-16;2021-10-17;63;1451.6922607421875
ML0405;5;2022-09-08;2022-10-25;48;1527.565673828125
ML0406;0;2018-09-04;2018-10-13;40;4079.362548828125
ML0406;1;2019-09-03;2019-10-15;43;3978.162109375
ML0406;2;2020-09-07;2020-10-20;44;4248.0283203125
ML0406;3;2021-09-02;2021-10-06;35;3919.599609375
ML0406;4;2022-09-08;2022-10-19;42;4033.42822265625
ML0502;0;2016-07-22;2016-07-23;2;115.050537109375
ML0502;1;2016-08-11;2016-09-03;24;220.61410522460938
ML0502;2;2017-08-10;2017-09-05;27;214.44093322753906
ML0502;3;2018-08-08;2018-09-17;41;304.1254577636719
ML0502;4;2019-08-24;2019-09-05;13;314.9339294433594
ML0502;5;2020-08-06;2020-09-16;42;257.4127197265625
ML0502;6;2022-08-28;2022-09-25;29;215.49192810058594
ML0503;0;2018-09-02;2018-10-20;49;3004.4033203125
ML0503;1;2019-09-02;2019-10-21;50;2996.78564453125
ML0503;2;2020-09-05;2020-10-27;53;3432.359130859375
ML0503;3;2021-09-02;2021-10-09;38;2970.971435546875
ML0503;4;2022-09-08;2022-10-24;47;2745.911865234375
ML0504;0;2016-07-21;2016-07-22;2;156.21490478515625
ML0504;1;2016-08-11;2016-08-12;2;135.43768310546875
ML0504;2;2017-08-10;2017-08-12;3;151.31590270996094
ML0504;3;2017-08-27;2017-09-05;10;221.71371459960938
ML0504;4;2018-08-08;2018-09-07;31;370.3138427734375
ML0504;5;2019-08-24;2019-09-03;11;315.29364013671875
ML0504;6;2020-08-06;2020-08-15;10;270.80718994140625
ML0504;7;2020-08-26;2020-09-01;7;220.77349853515625
ML0504;8;2022-08-30;2022-09-01;3;179.1914520263672
ML0505;0;2016-08-11;2016-08-21;11;141.353271484375
ML0505;1;2017-08-10;2017-08-14;5;129.8594207763672
ML0505;2;2017-08-25;2017-08-29;5;113.74479675292969
ML0505;3;2018-08-08;2018-09-16;40;213.23019409179688
ML0505;4;2019-08-24;2019-09-05;13;201.7991180419922
ML0505;5;2020-08-06;2020-09-15;41;170.8371124267578
ML0505;6;2022-08-28;2022-09-05;9;150.2850799560547
ML0506;0;2018-09-05;2018-11-11;68;2796.990478515625
ML0506;1;2019-09-05;2019-11-17;74;2884.725830078125
ML0506;2;2020-09-04;2020-11-18;76;3197.590576171875
ML0506;3;2021-09-05;2021-11-09;66;2690.910400390625
ML0506;4;2022-09-11;2022-11-13;64;2832.56591796875
ML0507;0;2018-09-02;2018-10-19;48;3194.377685546875
ML0507;1;2019-09-02;2019-10-19;48;3017.485595703125
ML0507;2;2020-09-05;2020-10-26;52;3636.070556640625
ML0507;3;2021-09-02;2021-10-07;36;3079.01513671875
ML0507;4;2022-09-07;2022-10-22;46;2915.371826171875
ML0508;0;2018-09-05;2018-11-12;69;2796.990478515625
ML0508;1;2019-09-06;2019-11-22;78;2848.411865234375
ML0508;2;2020-09-06;2020-11-29;85;3126.9521484375
ML0508;3;2021-09-05;2021-11-09;66;2636.958251953125
ML0508;4;2022-09-14;2022-11-16;64;2821.971435546875
ML0601;0;2016-10-09;2016-10-24;16;1745.37451171875
ML0601;1;2017-10-07;2017-10-20;14;1737.8345947265625
ML0601;2;2018-09-10;2018-12-28;110;2133.2578125
ML0601;3;2019-09-12;2020-01-05;116;2149.0390625
ML0601;4;2020-09-09;2020-12-31;114;2395.850341796875
ML0601;5;2021-09-19;2021-12-06;79;1877.6719970703125
ML0601;6;2022-09-20;2022-12-29;101;2131.073486328125
ML0602;0;2017-10-08;2017-10-15;8;1742.418212890625
ML0602;1;2018-09-07;2018-12-21;106;2154.39990234375
ML0602;2;2019-09-12;2019-12-18;98;2213.832763671875
ML0602;3;2020-09-08;2020-12-20;104;2449.752197265625
ML0602;4;2021-09-16;2021-11-28;74;1934.2772216796875
ML0602;5;2022-09-20;2022-12-17;89;2198.109130859375
ML0603;0;2016-10-07;2016-10-24;18;1732.0821533203125
ML0603;1;2017-10-09;2017-11-06;29;1713.3858642578125
ML0603;2;2018-09-14;2018-12-31;109;2035.705322265625
ML0603;3;2019-09-17;2020-01-07;113;2041.723876953125
ML0603;4;2020-09-15;2021-01-02;110;2168.66748046875
ML0603;5;2021-09-28;2021-12-11;75;1827.617919921875
ML0603;6;2022-09-27;2023-01-02;98;1999.0455322265625
ML0604;0;2017-10-08;2017-10-15;8;1754.8785400390625
ML0604;1;2018-09-07;2018-12-20;105;2178.197265625
ML0604;2;2019-09-12;2019-12-17;97;2294.147216796875
ML0604;3;2020-09-08;2020-12-20;104;2513.53662109375
ML0604;4;2021-09-16;2021-11-29;75;1956.5052490234375
ML0604;5;2022-09-20;2022-12-16;88;2221.724853515625
ML0605;0;2016-10-08;2016-10-24;17;1724.85302734375
ML0605;1;2017-10-10;2017-11-06;28;1712.76416015625
ML0605;2;2018-09-16;2018-12-31;107;2033.490478515625
ML0605;3;2019-09-19;2020-01-07;111;2038.740234375
ML0605;4;2020-09-16;2021-01-02;109;2125.432861328125
ML0605;5;2021-09-28;2021-12-11;75;1820.839111328125
ML0605;6;2022-09-28;2022-12-30;94;1995.7269287109375
ML0701;0;2016-01-05;2016-01-29;25;1528.0068359375
ML0701;1;2016-11-21;2016-12-27;37;1438.1287841796875
ML0701;2;2018-11-12;2019-01-25;75;1580.3482666015625
ML0701;3;2019-11-09;2020-01-27;80;1623.6905517578125
ML0701;4;2020-11-04;2021-01-20;78;1590.21826171875
ML0701;5;2021-11-22;2022-01-03;43;1474.973388671875
ML0701;6;2022-11-02;2023-01-21;81;1548.5001220703125
ML0702;0;2016-01-05;2016-01-09;5;1652.8909912109375
ML0702;1;2017-10-16;2017-11-17;33;1692.9066162109375
ML0702;2;2018-09-19;2019-01-04;108;1922.9068603515625
ML0702;3;2019-09-23;2020-01-13;113;2022.5135498046875
ML0702;4;2020-09-20;2021-01-10;113;2083.132080078125
ML0702;5;2021-09-28;2021-12-27;91;1755.492919921875
ML0702;6;2022-10-01;2023-01-03;95;1942.94287109375
ML0703;0;2016-01-05;2016-01-20;16;1588.141357421875
ML0703;1;2018-10-08;2019-01-12;97;1715.08984375
ML0703;2;2019-09-28;2020-01-18;113;1777.5343017578125
ML0703;3;2020-09-26;2021-01-13;110;1875.8101806640625
ML0703;4;2021-12-09;2022-01-13;36;1545.477294921875
ML0703;5;2022-10-12;2023-01-16;97;1699.985595703125
ML0901;0;2018-08-30;2018-10-14;46;4764.3291015625
ML0901;1;2019-09-02;2019-10-19;48;4659.5751953125
ML0901;2;2020-09-06;2020-10-17;42;4817.9013671875
ML0901;3;2021-09-01;2021-10-04;34;4437.060546875
ML0901;4;2022-09-05;2022-10-18;44;4395.0712890625
