identifier;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-06;2018-09-22;17;1434.318115234375
ML0101;1;2019-08-30;2019-09-15;17;1363.6527099609375
ML0101;2;2020-09-06;2020-10-04;29;1789.0611572265625
ML0102;0;2018-08-23;2018-08-24;2;305.8543701171875
ML0102;1;2018-09-06;2018-09-15;10;478.691162109375
ML0102;2;2019-08-26;2019-09-04;10;637.4523315429688
ML0102;3;2020-08-30;2020-09-18;20;905.1732177734375
ML0103;0;2018-09-05;2018-09-25;21;1436.358154296875
ML0103;1;2019-08-28;2019-09-15;19;1358.9459228515625
ML0103;2;2020-09-05;2020-10-09;35;1710.9969482421875
ML0104;0;2018-09-02;2018-09-15;14;1601.58837890625
ML0104;1;2019-08-29;2019-09-05;8;1521.081787109375
ML0104;2;2020-09-05;2020-09-21;17;1753.8262939453125
ML0105;0;2018-09-06;2018-09-14;9;1383.9931640625
ML0105;1;2020-09-06;2020-09-17;12;1477.649169921875
ML0107;0;2019-08-27;2019-08-29;3;803.0223388671875
ML0107;1;2020-09-01;2020-09-13;13;1165.1544189453125
ML0201;0;2019-08-27;2019-09-01;6;207.18333435058594
ML0201;1;2020-08-28;2020-09-07;11;247.88905334472656
ML0202;0;2018-08-30;2018-10-01;33;1893.8065185546875
ML0202;1;2019-09-07;2019-09-25;19;1620.9808349609375
ML0202;2;2020-09-10;2020-09-23;14;1715.886962890625
ML0202;3;2020-10-12;2020-10-14;3;1433.6802978515625
ML0202;4;2021-09-02;2021-09-24;23;1668.905517578125
ML0202;5;2022-09-17;2022-10-04;18;1621.5484619140625
ML0203;0;2018-09-10;2018-09-22;13;4935.2353515625
ML0203;1;2019-09-08;2019-10-01;24;4755.34619140625
ML0203;2;2020-09-13;2020-09-27;15;4850.81689453125
ML0203;3;2021-09-20;2021-09-24;5;4445.09521484375
ML0203;4;2022-09-29;2022-10-05;7;4416.82080078125
ML0204;0;2018-09-10;2018-09-23;14;4935.2353515625
ML0204;1;2019-09-08;2019-10-02;25;4772.67236328125
ML0204;2;2020-09-13;2020-09-28;16;4862.44580078125
ML0204;3;2021-09-20;2021-09-25;6;4459.32861328125
ML0204;4;2022-09-28;2022-10-05;8;4486.4833984375
ML0205;0;2019-08-27;2019-09-01;6;563.7254028320312
ML0205;1;2020-08-30;2020-09-08;10;636.6084594726562
ML0206;0;2018-09-10;2018-09-23;14;4718.39892578125
ML0206;1;2019-09-10;2019-10-02;23;4653.74755859375
ML0206;2;2020-09-13;2020-09-29;17;4852.44677734375
ML0206;3;2021-09-20;2021-09-27;8;4432.31982421875
ML0206;4;2022-09-22;2022-10-05;14;4512.61328125
ML0207;0;2019-08-26;2019-09-02;8;567.4883422851562
ML0207;1;2020-09-01;2020-09-10;10;568.760498046875
ML0301;0;2018-08-23;2018-10-01;40;1139.829345703125
ML0301;1;2019-09-14;2019-09-25;12;860.2548828125
ML0301;2;2020-09-10;2020-09-17;8;775.3013916015625
ML0301;3;2021-08-29;2021-09-22;25;879.3756713867188
ML0301;4;2022-09-06;2022-09-20;15;789.5874633789062
ML0302;0;2018-08-24;2018-10-02;40;451.2945556640625
ML0302;1;2019-09-13;2019-10-01;19;325.03240966796875
ML0302;2;2021-09-01;2021-09-22;22;296.8380432128906
ML0303;0;2018-08-24;2018-10-04;42;1029.891845703125
ML0303;1;2019-09-06;2019-10-01;26;808.8292236328125
ML0303;2;2020-09-10;2020-09-17;8;727.1425170898438
ML0303;3;2021-08-30;2021-09-23;25;791.9169311523438
ML0303;4;2022-09-06;2022-09-21;16;779.5100708007812
ML0304;0;2018-08-30;2018-09-15;17;505.97137451171875
ML0304;1;2020-08-29;2020-09-14;17;666.996826171875
ML0304;2;2021-08-18;2021-08-19;2;262.3892822265625
ML0305;0;2018-08-25;2018-10-01;38;1175.034423828125
ML0305;1;2019-09-15;2019-09-25;11;946.0242309570312
ML0305;2;2020-09-10;2020-09-22;13;899.947998046875
ML0305;3;2021-08-29;2021-09-22;25;983.5049438476562
ML0306;0;2018-08-27;2018-10-02;37;1357.4559326171875
ML0306;1;2019-09-02;2019-09-30;29;1208.8348388671875
ML0306;2;2020-09-15;2020-09-18;4;972.4420776367188
ML0306;3;2021-09-04;2021-09-08;5;987.6522827148438
ML0401;0;2018-09-10;2018-09-21;12;4389.0673828125
ML0401;1;2019-09-12;2019-09-29;18;4171.1572265625
ML0401;2;2020-09-13;2020-10-01;19;4380.79248046875
ML0401;3;2021-09-20;2021-09-24;5;4019.149658203125
ML0401;4;2022-09-28;2022-10-07;10;4212.67431640625
ML0402;0;2018-08-31;2018-10-10;41;2002.595703125
ML0402;1;2019-09-15;2019-09-29;15;1621.2086181640625
ML0402;2;2020-09-11;2020-10-20;40;1790.92138671875
ML0402;3;2021-09-04;2021-09-28;25;1668.905517578125
ML0402;4;2022-09-17;2022-10-06;20;1735.9434814453125
ML0403;0;2018-09-15;2018-09-22;8;4011.958984375
ML0403;1;2019-09-12;2019-10-01;20;3901.100830078125
ML0403;2;2020-09-13;2020-09-30;18;4181.9794921875
ML0403;3;2021-09-20;2021-09-28;9;3784.2177734375
ML0403;4;2022-09-25;2022-10-10;16;4035.8984375
ML0404;0;2019-08-25;2019-09-02;9;393.1229248046875
ML0404;1;2020-08-30;2020-09-13;15;402.87139892578125
ML0405;0;2018-09-09;2018-10-17;39;1786.2235107421875
ML0405;1;2019-09-09;2019-10-13;35;1557.17529296875
ML0405;2;2020-09-05;2020-10-24;50;1813.0863037109375
ML0405;3;2021-09-16;2021-09-26;11;1451.6922607421875
ML0405;4;2022-09-24;2022-10-08;15;1527.565673828125
ML0406;0;2018-09-14;2018-09-22;9;4016.23291015625
ML0406;1;2019-09-10;2019-09-30;21;3978.162109375
ML0406;2;2020-09-13;2020-10-01;19;4215.01611328125
ML0406;3;2021-09-20;2021-09-26;7;3819.36669921875
ML0406;4;2022-09-25;2022-10-08;14;4033.42822265625
