admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0103;0;2018-08-23;2018-10-08;47;1436.358154296875
ML0104;0;2018-08-28;2018-09-20;24;1601.58837890625
ML0105;0;2018-08-28;2018-09-20;24;1383.9931640625
ML0203;0;2018-09-01;2018-10-16;46;4935.2353515625
ML0204;0;2018-09-01;2018-10-16;46;4935.2353515625
ML0206;0;2018-09-01;2018-10-14;44;4718.39892578125
ML0301;0;2016-08-23;2016-10-06;45;643.8836059570312
ML0301;1;2018-08-18;2018-10-16;60;1139.829345703125
ML0303;0;2016-08-29;2016-10-05;38;606.3642578125
ML0303;1;2018-08-19;2018-10-15;58;1029.891845703125
ML0305;0;2016-08-22;2016-10-07;47;767.4913940429688
ML0305;1;2018-08-19;2018-10-15;58;1175.034423828125
ML0402;0;2016-08-26;2016-10-12;48;1295.1009521484375
ML0402;1;2017-09-07;2017-09-08;2;945.8705444335938
ML0402;2;2018-08-22;2018-10-24;64;2002.595703125
ML0406;0;2018-09-04;2018-10-13;40;4079.362548828125
ML0503;0;2018-09-02;2018-10-20;49;3004.4033203125
ML0506;0;2018-09-05;2018-11-11;68;2796.990478515625
ML0901;0;2018-08-30;2018-10-14;46;4764.3291015625
