admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-05;2018-09-23;19;1425.501953125
ML0101;1;2019-08-31;2019-09-14;15;1361.9454345703125
ML0101;2;2020-09-05;2020-10-07;33;1750.4853515625
ML0102;0;2018-08-22;2018-09-16;26;449.7134094238281
ML0102;1;2019-08-26;2019-09-03;9;618.0117797851562
ML0102;2;2020-08-31;2020-09-17;18;861.5140991210938
ML0103;0;2018-09-05;2018-09-25;21;1445.3931884765625
ML0103;1;2019-08-30;2019-09-16;18;1387.325439453125
ML0103;2;2020-09-05;2020-10-08;34;1742.160400390625
ML0104;0;2018-09-01;2018-09-15;15;1733.622802734375
ML0104;1;2019-08-28;2019-09-11;15;1633.5367431640625
ML0104;2;2020-09-05;2020-09-20;16;1779.5797119140625
ML0105;0;2018-09-03;2018-09-14;12;1375.7108154296875
ML0105;1;2019-09-02;2019-09-03;2;951.788818359375
ML0105;2;2020-09-05;2020-09-17;13;1450.2109375
ML0107;0;2019-08-28;2019-08-29;2;728.4833374023438
ML0107;1;2020-09-03;2020-09-13;11;1308.8873291015625
ML0201;0;2019-08-27;2019-09-01;6;193.15142822265625
ML0201;1;2020-08-29;2020-09-12;15;268.2996520996094
ML0202;0;2018-08-30;2018-09-30;32;1947.4002685546875
ML0202;1;2019-09-11;2019-09-25;15;1614.9049072265625
ML0202;2;2020-09-10;2020-09-25;16;1730.1033935546875
ML0202;3;2020-10-11;2020-10-13;3;1477.8253173828125
ML0202;4;2021-09-03;2021-09-23;21;1666.5654296875
ML0202;5;2022-09-15;2022-10-04;20;1637.797607421875
ML0203;0;2018-09-09;2018-09-24;16;4949.1328125
ML0203;1;2019-09-08;2019-10-02;25;4829.162109375
ML0203;2;2020-09-13;2020-09-27;15;4899.9638671875
ML0203;3;2021-09-20;2021-09-26;7;4484.06494140625
ML0203;4;2022-09-30;2022-10-04;5;4477.05810546875
ML0204;0;2018-09-09;2018-09-24;16;4949.1328125
ML0204;1;2019-09-08;2019-10-02;25;4829.162109375
ML0204;2;2020-09-13;2020-09-27;15;4915.4130859375
ML0204;3;2021-09-20;2021-09-26;7;4504.95068359375
ML0204;4;2022-09-27;2022-10-04;8;4518.3154296875
ML0205;0;2019-08-27;2019-09-01;6;435.40496826171875
ML0205;1;2020-09-02;2020-09-13;12;496.78326416015625
ML0205;2;2021-08-19;2021-08-20;2;169.28164672851562
ML0206;0;2018-09-09;2018-09-22;14;4724.77392578125
ML0206;1;2019-09-10;2019-10-01;22;4649.8603515625
ML0206;2;2020-09-13;2020-09-29;17;4874.64013671875
ML0206;3;2021-09-19;2021-09-27;9;4537.41259765625
ML0206;4;2022-09-20;2022-10-05;16;4526.564453125
ML0207;0;2019-08-26;2019-09-02;8;618.0117797851562
ML0207;1;2020-08-31;2020-09-12;13;653.7069702148438
ML0301;0;2018-08-22;2018-10-01;41;1136.5162353515625
ML0301;1;2019-09-13;2019-09-27;15;868.1021728515625
ML0301;2;2020-09-09;2020-09-20;12;794.9429321289062
ML0301;3;2021-08-31;2021-09-22;23;835.8515014648438
ML0301;4;2022-09-06;2022-09-19;14;779.9930419921875
ML0302;0;2018-08-22;2018-10-01;41;467.364501953125
ML0302;1;2019-09-11;2019-09-30;20;329.57659912109375
ML0302;2;2021-09-01;2021-09-22;22;303.369140625
ML0303;0;2018-08-23;2018-10-05;44;1025.4114990234375
ML0303;1;2019-09-05;2019-09-30;26;810.5389404296875
ML0303;2;2020-09-10;2020-09-16;7;752.1949462890625
ML0303;3;2021-08-28;2021-09-23;27;781.2664794921875
ML0303;4;2022-09-06;2022-09-21;16;779.9930419921875
ML0304;0;2018-08-21;2018-08-22;2;338.9948425292969
ML0304;1;2018-09-02;2018-09-14;13;548.9600219726562
ML0304;2;2020-08-28;2020-09-14;18;640.6456909179688
ML0304;3;2021-08-17;2021-08-18;2;354.8775634765625
ML0305;0;2018-08-24;2018-09-30;38;1151.65478515625
ML0305;1;2019-09-14;2019-09-27;14;942.1709594726562
ML0305;2;2020-09-09;2020-09-22;14;926.9361572265625
ML0305;3;2021-08-31;2021-09-22;23;971.1704711914062
ML0306;0;2018-08-26;2018-10-02;38;1375.244140625
ML0306;1;2019-09-01;2019-09-30;30;1197.6080322265625
ML0306;2;2020-09-14;2020-09-18;5;1029.6644287109375
ML0306;3;2021-09-03;2021-09-07;5;1076.8944091796875
ML0306;4;2021-09-19;2021-09-21;3;974.3812866210938
ML0401;0;2018-09-10;2018-09-21;12;4372.46875
ML0401;1;2019-09-12;2019-09-29;18;4118.2177734375
ML0401;2;2020-09-12;2020-09-30;19;4375.5029296875
ML0401;3;2021-09-19;2021-09-23;5;4091.581787109375
ML0401;4;2022-09-28;2022-10-07;10;4201.490234375
ML0402;0;2018-08-31;2018-10-11;42;2088.188720703125
ML0402;1;2019-09-14;2019-10-01;18;1638.679931640625
ML0402;2;2020-09-10;2020-10-20;41;1820.4197998046875
ML0402;3;2021-09-03;2021-09-26;24;1666.5654296875
ML0402;4;2022-09-18;2022-10-06;19;1723.2645263671875
ML0403;0;2018-09-15;2018-09-23;9;4013.828125
ML0403;1;2019-09-12;2019-10-01;20;3905.31005859375
ML0403;2;2020-09-12;2020-09-30;19;4191.17822265625
ML0403;3;2021-09-19;2021-09-28;10;3886.345947265625
ML0403;4;2022-09-24;2022-10-10;17;4041.577392578125
ML0404;0;2019-08-25;2019-09-02;9;456.6398620605469
ML0404;1;2020-08-29;2020-09-13;16;398.0613098144531
ML0405;0;2018-09-10;2018-10-17;38;1794.6383056640625
ML0405;1;2019-09-11;2019-10-13;33;1558.2353515625
ML0405;2;2020-09-07;2020-10-24;48;1814.7196044921875
ML0405;3;2021-09-16;2021-09-30;15;1461.7724609375
ML0405;4;2022-09-24;2022-10-09;16;1543.0572509765625
ML0406;0;2018-09-15;2018-09-21;7;4082.325439453125
ML0406;1;2019-09-11;2019-09-29;19;3955.5419921875
ML0406;2;2020-09-13;2020-09-30;18;4213.3427734375
ML0406;3;2021-09-19;2021-09-25;7;3945.390869140625
ML0406;4;2022-09-25;2022-10-09;15;4039.373046875
ML0502;0;2018-08-10;2018-08-18;9;309.55279541015625
ML0502;1;2018-09-01;2018-09-03;3;276.7742614746094
ML0502;2;2019-08-26;2019-08-28;3;257.4754638671875
ML0503;0;2018-09-12;2018-10-09;28;2997.509521484375
ML0503;1;2019-09-12;2019-10-04;23;3009.34912109375
ML0503;2;2020-09-10;2020-10-14;35;3445.754638671875
ML0503;3;2021-09-19;2021-09-29;11;2959.283935546875
