admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-02;2018-09-29;28;1434.318115234375
ML0101;1;2019-08-29;2019-09-27;30;1363.6527099609375
ML0101;2;2020-09-02;2020-10-16;45;1789.0611572265625
ML0101;3;2022-09-11;2022-10-01;21;1061.771484375
ML0102;0;2018-08-06;2018-09-20;46;478.691162109375
ML0102;1;2019-08-26;2019-09-14;20;637.4523315429688
ML0102;2;2020-08-06;2020-08-07;2;172.22874450683594
ML0102;3;2020-08-27;2020-09-27;32;905.1732177734375
ML0102;4;2021-08-19;2021-08-22;4;163.52188110351562
ML0102;5;2022-09-06;2022-09-07;2;166.36572265625
ML0102;6;2022-09-22;2022-09-27;6;258.13262939453125
ML0103;0;2018-09-01;2018-09-29;29;1436.358154296875
ML0103;1;2019-08-28;2019-09-26;30;1358.9459228515625
ML0103;2;2020-09-04;2020-10-16;43;1710.9969482421875
ML0104;0;2018-08-30;2018-09-18;20;1601.58837890625
ML0104;1;2019-08-29;2019-09-26;29;1521.081787109375
ML0104;2;2020-08-30;2020-09-29;31;1753.8262939453125
ML0104;3;2021-08-26;2021-09-08;14;932.1302490234375
ML0105;0;2018-08-30;2018-09-18;20;1383.9931640625
ML0105;1;2019-08-29;2019-09-26;29;1151.6800537109375
ML0105;2;2020-08-30;2020-09-29;31;1477.649169921875
ML0105;3;2021-08-26;2021-09-08;14;932.1302490234375
ML0107;0;2016-07-27;2016-08-01;6;472.86431884765625
ML0107;1;2016-08-17;2016-09-15;30;507.2037658691406
ML0107;2;2018-08-15;2018-09-21;38;580.3570556640625
ML0107;3;2019-08-27;2019-09-04;9;803.0223388671875
ML0107;4;2020-08-25;2020-09-15;22;1165.1544189453125
ML0107;5;2022-09-25;2022-09-26;2;319.118896484375
ML0201;0;2017-08-11;2017-08-12;2;16.787494659423828
ML0201;1;2017-08-25;2017-08-28;4;40.264739990234375
ML0201;2;2018-08-12;2018-09-15;35;120.4152603149414
ML0201;3;2019-08-26;2019-09-13;19;207.18333435058594
ML0201;4;2020-07-31;2020-09-16;48;247.88905334472656
ML0201;5;2021-08-19;2021-08-21;3;19.198495864868164
ML0201;6;2022-09-22;2022-09-23;2;34.417816162109375
ML0202;0;2018-08-30;2018-10-12;44;1893.8065185546875
ML0202;1;2019-09-04;2019-10-01;28;1620.9808349609375
ML0202;2;2020-09-08;2020-10-18;41;1715.886962890625
ML0202;3;2021-09-01;2021-09-29;29;1668.905517578125
ML0202;4;2022-09-14;2022-10-09;26;1621.5484619140625
ML0203;0;2018-09-04;2018-10-08;35;4935.2353515625
ML0203;1;2019-09-05;2019-10-11;37;4755.34619140625
ML0203;2;2020-09-12;2020-09-29;18;4850.81689453125
ML0203;3;2021-09-05;2021-09-29;25;4526.287109375
ML0203;4;2022-09-16;2022-10-08;23;4425.912109375
ML0204;0;2018-09-04;2018-10-08;35;4935.2353515625
