Date,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
01/01 12:00,,,253.5,145.5,182,222.1999969,218.8000031,168.8999939,203.1999969,235.8999939,128.8000031,113.4000015,116.4000015,147.1999969,133.1999969,170.6999969,158.3999939,176.1999969,222.1999969,101.5999985,184.5,89.98999786,72.23999786,71.36000061,50.13000107,71.36000061,78.37999725,112.6999969,36.27999878,67.11000061,47.83000183,40.58000183,42.79000092,37.43999863,28.61000061,23.36000061,24.59000015,38.49000168,45,6.099999905,6.830999851,71.36000061,90.23000336,102.8000031,7,1181,126.5999985,96.51999664,47.47999954,106.1999969,268.5,28.76000023,280.2999878,261.6000061,223.8999939,224,300.2000122,170.6000061,168.1000061,94.87000275,74.91000366,330.5,149,281.6000061,222.8000031,277.1000061,94.05000305,52.08000183,183.1000061
02/01 12:00,,,250.1000061,142,179.5,218.3999939,215.6999969,164.8999939,199.6999969,232.1000061,127,112.0999985,115.9000015,146.6999969,131.3999939,170.1000061,157.8999939,172.8000031,217.8000031,100,181.8999939,88.43000031,69.95999908,70.22000122,49.31000137,70.22000122,76.81999969,109.8000031,35.74000168,66.29000092,47.83000183,39.5,42.04000092,35.81999969,28.94000053,23.36000061,24.31999969,38.70000076,45,6.099999905,6.468999863,70.52999878,98.48999786,100.0999985,7,1177,125.8000031,96.51999664,49.75999832,106.1999969,268.3999939,28.26000023,282.2000122,258.6000061,234.6000061,221.6000061,286.5,168.3999939,145.3000031,138.1000061,81.09999847,349,161.1000061,245.6999969,192.6000061,289.5,91.63999939,52.31999969,182.8999939
03/01 12:00,,,242.1000061,137.6999969,174.8000031,215.5,205.8000031,160.6000061,197.1999969,229.3000031,124.8000031,111.5999985,113.8000031,144.6000061,129.6999969,167.8000031,156.1000061,169.6999969,211.6999969,98.13999939,177.8000031,86.52999878,67.80000305,68.81999969,48.93000031,68.81999969,74.91999817,107.4000015,35.49000168,65.91000366,47.20000076,39.20999908,41.11999893,35.90999985,28.11000061,23.36000061,24.84000015,38.95000076,45,6,6.125,70.47000122,87.80999756,97.70999908,7.112999916,1177,133.1000061,96.51999664,54.43999863,106.1999969,268.2000122,28.26000023,279.8999939,256.1000061,237.1000061,225.1999969,283.8999939,167,119.4000015,239,95.08000183,346.5,155,228.3000031,160.1999969,287.7999878,93.66000366,57.34000015,182.8000031
04/01 12:00,,,233.1999969,133.8000031,169.8999939,212.8000031,205,158,194.8000031,226.5,122.5999985,109.3000031,111.3000031,141.8999939,129.1000061,164.8000031,155,165.5,204.3999939,96.19999695,174.6999969,84.58999634,67.33000183,67.72000122,47.59999847,67.72000122,73.08999634,104.0999985,34.81999969,64.58000183,44.95000076,38.34000015,40.18999863,36.58000183,27.17000008,23.19000053,24.70999908,37.45999908,45,5.574999809,6.099999905,68.90000153,81.04000092,94.37000275,7.480000019,1188,164.3000031,96.08999634,64.33999634,105.8000031,265.8999939,27.78000069,279.6000061,256.3999939,227.8000031,213.3999939,271.5,165.6999969,114.8000031,178,107.6999969,242,143.5,210.3999939,216.3999939,245.8999939,121.4000015,59.15000153,180.6999969
05/01 12:00,,,222.3999939,130.8999939,165,210.6000061,202.8000031,155.1999969,192.3999939,223.8000031,120.4000015,106.4000015,107.9000015,137.6999969,127,160.1000061,150.8999939,163,199.8000031,94.26000214,169.8999939,82.23000336,66.30999756,67.01000214,46.18000031,67.33000183,71.65000153,102,34.56000137,63.47999954,44.11999893,37.40999985,39.25999832,36.41999817,26.45000076,22.63999939,23.98999977,36.68000031,45.31999969,5.125,6,62.22000122,78.36000061,92.33000183,7.507999897,1190,206.6000061,94.69000244,70.38999939,104.4000015,265.6000061,26.48999977,279.6000061,267.3999939,222.1999969,176.6999969,241.8000031,163.8999939,130.6999969,147.6999969,98.26000214,232.5,141.8999939,237.6999969,202.1999969,214.8999939,213.6999969,59.83000183,179.3999939
06/01 12:00,,,212.6000061,126.6999969,159.6000061,209.3000031,197.3999939,151.3999939,189.8999939,220.3999939,118.1999969,105.8000031,105.9000015,133.8000031,124.8000031,155.3000031,147,160.5,197.1999969,92.33000183,165.5,78.88999939,65.91000366,64.65000153,44.86999893,66.30999756,70.23999786,100.0999985,33.88999939,62.77000046,43.86000061,36.68000031,38.34000015,34.93000031,26.05999947,22.43000031,23.05999947,36.63000107,46.34000015,4.775000095,5.675000191,55.13999939,75.01999664,89.97000122,7.507999897,1076,214.8999939,94.58000183,71.80999756,104.6999969,265.5,26.39999962,279.5,260.3999939,221.5,166.1999969,213.3000031,167.3999939,155.1999969,132.3000031,90.94999695,232,148.1000061,302,155,206.5,282.1000061,63.68999863,176.8999939
07/01 12:00,,,207.5,122.3000031,153.1999969,203.1000061,200.5,149,186.8999939,215.6999969,116,104.4000015,104,130.8999939,122.0999985,150.3999939,145.1000061,158,194.8000031,90.40000153,163,76.84999847,64.58000183,63.15999985,43.70999908,65.91000366,69.13999939,98.13999939,33.63000107,60.40999985,42.97999954,36.41999817,37.40999985,31.97999954,24.95999908,21.87999916,21.76000023,36.22000122,46.41999817,4.75,5.550000191,49.33000183,73.41000366,86.62999725,7.394999981,639.2999878,212.8000031,94.58000183,71.88999939,105.6999969,263.1000061,26.39999962,277.2000122,254.6000061,220,161.3000031,194,161.5,174.3999939,125.3000031,89.55999756,219.6999969,176.3999939,306.2999878,218.1999969,203.8999939,248.3000031,81.16999817,175.5
08/01 12:00,,,204.6000061,118.4000015,148.6999969,194.6999969,195.6000061,146.3000031,182.6000061,212.8000031,113.8000031,104.3000031,102,126.6999969,118.4000015,144.8999939,144,155.6000061,192.3999939,88.45999908,159.8999939,74.91999817,63.15999985,61.75,42.11000061,64.58000183,68.73999786,96.19999695,32.95999908,58.91999817,42.04999924,35.75,36.68000031,30.88999939,24.70999908,21.84000015,21.12000084,34.86999893,46.72999954,4.75,5.224999905,47.27999878,73.73000336,84.16000366,7.027999878,335.7000122,210.6000061,94.58000183,71.88999939,105.3000031,262.7999878,26.01000023,279.2999878,253.3999939,221.5,172.3999939,195.3000031,159.6999969,185.3999939,121,102.1999969,215.8000031,187.1999969,258.5,233.1000061,202.1999969,243.1000061,118.8000031,173.3000031
09/01 12:00,,,202.6999969,116,143.3000031,190,194.1000061,142.1000061,180.1000061,209.3999939,111.6999969,103.4000015,99.63999939,122.3000031,116,141.8999939,139.8999939,152.8999939,189.8999939,86.52999878,155.8000031,73.08999634,61.75,60.33000183,41.11999893,63.15999985,67.41000366,94.26000214,32.70000076,57.81999969,41.33000183,35.49000168,36.41999817,30.17000008,24.15999985,21.84000015,20.90999985,34.36000061,48.38000107,4.75,5.099999905,45.15999985,75.12999725,81.26000214,7,343.1000061,209.3000031,94.58000183,71.88999939,107.9000015,262.6000061,24.95000076,279.6000061,258.3999939,222.6999969,172.8000031,205.3000031,158.3999939,189.3999939,120.8000031,102.0999985,215.1999969,177,236.3000031,219.8000031,214.8000031,243.5,163.8999939,171.8999939
10/01 12:00,,,202,113.4000015,135.6999969,187.5,190,138.6000061,177.6999969,204.8000031,109.8000031,100.1999969,95.87999725,117.9000015,113.8000031,137.6999969,136.3999939,149.1999969,187.5,84.58999634,152.8999939,71.65000153,60.33000183,58.59999847,40.18999863,61.75,65.68000031,92.33000183,32.02999878,57.41999817,40.86999893,34.81999969,35.75,29.90999985,24.29000092,21.67000008,20.19000053,32.81000137,50.81999969,4.671999931,4.775000095,45,75.23999786,81.47000122,6.900000095,326.6000061,199.8999939,94.58000183,72.19999695,108.5,260.2999878,24.92000008,278.6000061,261.1000061,225.5,167.3999939,199.3999939,158.3999939,161.6000061,119.6999969,94.44999695,198.3999939,160.3000031,227.3999939,211.3999939,253,242.3999939,176.5,170.6999969
